,Emotion,text_de,Text
6888,sadness,"Mein Bruder ist Soldat. Er versprach, im Urlaub nach Hause zu kommen, aber im letzten Moment rief er an und sagte, er könne nicht kommen.",My brother is a soldier. He promised to come home in a furlough but in the last moment he phoned and said that he could not come.
6889,fear,Lily warf einen schnellen entsetzten Blick die Straße hinauf und hinunter.,Lily shot a quick horrified look up and down the road . 
6890,sadness,"Als ich eine Nachricht erhielt, dass mein Bruder schwer krank sei und im Krankenhaus liege.",When I received a message that my brother was seriously ill and was in hospital.
6891,anger,Nach einem Streit mit meinem Bruder zerbrach er meine Golfschläger.,"Following an argument with my brother, he broke my golf clubs."
6892,sadness,"Es tut mir sehr leid, das zu hören .", I'm very sorry to hear that . 
6893,neutral,"Sie sagten, sie tat es? Wie hast du sie aufgehalten?", You said she used to ? How did you stop her ? 
6894,sadness,"Schade. Ich glaube, wir haben beide kein Glück.", Bummer . I guess we're both out of luck . 
6895,neutral,Jawohl ., Yes . 
6896,anger,"Hoskyns, der nur noch ein Jahr zu leben hatte, war wütend auf seine Universität.","Hoskyns , who only had another year to live , was angry at his university . "
6897,neutral,Nigerianer., Nigerian . 
6898,fear,"@JennaLaineBucs ja, wenn sie den Ball laufen können und nicht tief geschlagen werden! Wir sollten gewinnen! der Speer",@JennaLaineBucs yes if they can run the ball and not get beat deep! We should win ! the Spear
6899,anger,Vor meinen Eltern beleidigt zu werden und sie glaubten anderen (die mich beleidigten).,"Being insulted in front of my parents, and they believed other people (those insulting me)."
6900,sadness,Verzeihung . Wir dürfen hier nicht aufhören., Sorry . We mustn't stop here . 
6901,sadness,Verlust eines nahen Angehörigen.,Loss of close relative.
6902,neutral,Ja ! Warum nicht ? Sie sind trendy und sehen toll aus! Ich möchte einen Drachen auf meinem Arm oder vielleicht einen Tiger auf meinem Rücken haben., Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back . 
6903,fear,"Nachdem ich mit meinen Klassenkameraden Gespenstergeschichten gehört hatte, musste ich nachts alleine zurück ins Hostel. Ich musste einen langen und ruhigen Weg gehen und hatte Angst, einem Geist zu begegnen.",After listening to ghost stories with my classmates I had to back alone to the hostel at night.  I had to walk through a long and quiet road and I was scared of meeting a ghost.
6904,sadness,wirklich ? Mit wem chatten Sie?, really ? Who do you chat with ? 
6905,sadness,"Ja, ich weiß, aber es ist zu schwer."," Yeah , I know , but it's too hard to do . "
6906,anger,"Er war auch sauer, dass die Organisatoren der World Tour nicht genügend Spieler kontaktierten, bevor sie an die Öffentlichkeit gingen.",He also was miffed that World Tour organizers did not contact enough players before going public .
6907,joy,Sind Sie im Ernst ? Das wird wunderbar!, Are you serious ? That will be wonderful ! 
6908,anger,Frau Nordern biss sich verärgert auf die Lippe.,Frau Nordern bit her lip in vexation . 
6909,anger,"Sie nahm einen Stift und zog einen Strich durch die Servicegebühr, dann reichte sie dem empörten Gast die Rechnung.","She picked up a pen and drew a line through the service charge , then handed the bill to the indignant guest . "
6910,joy,"Doch wenn er zur Eröffnungsproduktion einer neuen Spielzeit ans Dirigentenpult trat, war er – jedes Mal – von purer Hochstimmung erfüllt.","But when he stepped up on to the conductor 's rostrum for the opening production of a new season , he was -- every time -- filled with a sense of sheer elation . "
6911,anger,"Menschen, die Tiere jagen.",People hunting animals.
6912,anger,"Ein verärgerter Präsident des Europäischen Parlaments, Präsident Jose Maria Gil-Robles, der Paris besuchte, sagte prompt einen geplanten Besuch in de Charettes Büro ab – bis auf eine Entschuldigung.","A miffed European Parliament head , President Jose Maria Gil -Robles , who is visiting Paris , promptly canceled a scheduled stop at de Charette 's office --- pending an apology ."
6913,anger,"Warum hast du mir nicht gesagt, dass du eine Freundin hast?",Why didn't you tell me you had a girlfriend ? 
6914,joy,Morgens (frühmorgens) aufwachen und den ganzen Tag für mich alleine haben.,Waking in morning (early morning) and having whole day to myself.
6915,neutral,"Nein, Jess, entspann dich!"," No , Jess , chill out ! "
6916,anger,"Schau, schon wieder Stau!"," Look , traffic jam again ! "
6917,sadness,"Als ich hörte, dass ein guter Freund Selbstmord begangen hatte.",When I heard that a good friend had committed suicide.
6918,joy,"Ich habe vergessen, was ich ausgehalten habe. In diesem Fall verdiene ich diese Blumen."," I forgot what I put up with . In that case , I do deserve these flowers . "
6919,sadness,"Als ich herausfand, dass mein Großvater gestorben war. Er lebte in England und ich hatte ihn 10 Jahre nicht gesehen.",Finding out that my grandfather had died. He lived in England and I had not seen him for 10 years.
6920,neutral,OK ., OK . 
6921,joy,Er hatte über etwas nicht sehr erfreut geklungen – das machte zwei von ihnen aus.,He hadn't sounded very pleased about something -- that made two of them . 
6922,sadness,"Schau mich an . Ich sehe so alt aus! Ich sehe aus, als wäre ich dreißig.", Look at me . I look so old ! I look as if I were thirty . 
6923,joy,Danke . Ich bin sehr aufgeregt ., Thank you . I am very excited . 
6924,neutral,OK ., OK . 
6925,sadness,"Als er sich darüber wunderte, fühlte er eine tiefe Traurigkeit.",When he wondered this he felt a deep sadness . 
6926,anger,"Ich erfuhr, dass meine Freundin zu Unrecht bei der Arbeit vermisst wurde.",I learned that my girlfriend had been unjustly missed from work.
6927,sadness,"Oh, das tut weh."," Oh , that hurts . "
6928,neutral,Sehr gut ., Very good . 
6929,joy,Als ich als Schüler in eine bestimmte Schule aufgenommen wurde.,When I was admitted to a certain school as a student.
6930,anger,Und warum strickst du jetzt? Bist du gelangweilt ?, And why are you yarning now ? Are you bored ? 
6931,sadness,"Ich habe vor einiger Zeit ein Mädchen kennengelernt und habe mich sehr um sie gekümmert, aber es geschah so, dass wir uns verließen. Ich fühlte eine Art Traurigkeit, ich glaube, ich kann es so nennen.","I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so."
6932,sadness,"Wenner würde einfliegen, um einem zunehmend untröstlichen Personal Anweisungen zu erteilen, und Jagger würde die Rechnungen bezahlen.",Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills . 
6933,joy,"Es war, als ich meine Frau ihren Eltern wegnehmen durfte, nachdem ich sie dreimal abgelehnt hatte, weil sie zuerst ihre Prüfung schreiben sollte.",It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination.
6934,sadness,"Entfremdung von meiner besten Freundin. Wir gehen schon seit geraumer Zeit verschiedene Wege, aber der Bruch war total, als sie heiratete, da ihr Mann unangemessen eifersüchtig auf mich ist.","Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me."
6935,neutral,Dann müssen wir uns damit abfinden., Then we ’ ll have to put up with it . 
6936,sadness,Heute ist ein hässlicher Tag.,It's an ugly day today . 
6937,sadness,"Mein Partner hat mich verlassen, nachdem wir lange zusammen waren.",My partner left me after we had been together for a long time.
6938,joy,"Nach einem Seminarwochenende sah ich meinen Mann wieder. Ich eilte nach Hause in der Hoffnung, dass er da sein würde. Wir umarmten uns – ich genoss es, seinen Körper zu spüren.",After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced - I enjoyed feeling his body.
6939,anger,"Hinter den Kulissen waren britische Diplomaten in Seoul, Korea, wütend über die Art und Weise, wie das Treffen gestern Abend gehandhabt wurde.","Behind the scenes , British diplomats in Seoul , Korea were furious at the way last night 's meeting was handled . "
6940,anger,"Ich glaube, das war ein Hochzeitsgeschenk für uns beide, Joanne. Und Sie benutzen es so gut wie nie!"," I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! "
6941,sadness,"Weißt du, ich wollte nur die Wahrheit sagen, aber sie haben es offensichtlich nicht so aufgefasst."," You know , all I was trying to do was tell the truth but they obviously didn ’ t take it that way . "
6942,fear,"Ich war sieben Jahre alt und schwamm vor den Flaggen der Gold Coast. Ich wurde in einen Riss verwickelt und ca. 100 m rausgeholt. Ich konnte nicht so gut schwimmen, aber ein älterer Freund (17) schwamm heraus und rettete mich.","I was seven years old and swimming outside the flags at the Gold Coast. I was caught in a rip and taken out about 100 m. I couldn't swim too well, but an older friend (17) swam out and saved me."
6943,joy,"Als ich nach einer überwältigenden Angst und Nachfrage etwas darüber verstand, warum ich existiere und was meine Lebensaufgabe ist.","When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is."
6944,joy,Freut mich . Hast du den Film schon gesehen?, My pleasure . Have you seen the movie yet ? 
6945,sadness,Und mein Schreiben ist nicht gut. Ich bin so frustriert., And my writing is not good . I feel so frustrated . 
6946,anger,"LIVID Mia Farrow schlug ihre Adoptivtochter Soon-Yi mit einem Stuhl, nachdem sie von ihrer Affäre mit Woody Allen erfahren hatte, hieß es gestern.","LIVID Mia Farrow beat her adopted daughter Soon-Yi with a chair after finding out about her affair with Woody Allen , it was claimed yesterday . "
6947,anger,"Wir streichen Räume in meinem Haus neu. Meine Mutter fing an, Pläne zu schmieden, um mein Zimmer zu streichen, ohne mich zu fragen.",We are repainting rooms in my house. My mother started to enact plans to paint my room without consulting me.
6948,sadness,"Sie hatten ein Häppchen getrunken, waren also nicht besonders auffällig, aber sie sahen und hörten nichts, nichts außer dem, was sie als eine Art trauriges Pfeifen aus den Tiefen des Waldes bezeichneten. ""","They 'd had a skinful so weren't in a particularly noticing mood but they saw and heard nothing , nothing except what they described as a kind of mournful whistling coming from deep in the wood . "" "
6949,neutral,Na und ?, So what ? 
6950,joy,Auf Wiedersehen ., Good bye . 
6951,sadness,"Aha . Oh, Moment mal . Ma'am, es tut mir leid. Diese Hosen waren im Angebot."," I see . Oh , wait . Ma'am , I'm sorry . These slacks were on sale . "
6952,joy,"Ich habe es so oft in Büchern gesehen, aber ich hätte nie gedacht, dass ich es persönlich sehen würde."," I've seen it so many times in books , but I never imagined I'd get to see it in person . "
6953,fear,Einige Hausangestellte fehlten und alle sahen verängstigt aus.,Some of the house servants were missing and everybody looked frightened . 
6954,fear,"Nach meinem Autounfall, als ich in einem Steinhaufen aufgewacht bin.","After my car accident, when I woke up in a heap of stones."
6955,joy,"Wiedersehen mit meiner Familie, nachdem ich sie 5 Jahre lang nicht gesehen habe, am Flughafen. Die Freude über den Papierkram, das Sammeln von Taschen und die Vorfreude, durch das Zolltor zu kommen.","Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the \paper work\"" collecting bags and the anticipation of coming through the customs gate."""
6956,joy,"Als ich erfuhr, dass ich an der chinesischen Universität weiter studieren könnte.",When I learnt that I could do further studies at the Chinese university.
6957,fear,"Motorausfall auf einem Boot vor Gottenburg bei schwerer See und starkem Wind. Da wir das Boot nicht steuern konnten, trieben wir auf die Felsen zu. Erst nach 4 Stunden gelang es uns, die Aufmerksamkeit eines Passanten auf uns zu ziehen.",Motor failure on a boat outside Gottenburg when we were in heavy  seas and the wind was strong.  As we could not steer the boat we drifted towards the rocks.  We did not succeed in attracting the attention of any passerby until 4 hours had elapsed.
6958,sadness,Ich dachte auch . Mir war heute morgen schwindelig., I thought so . I felt dizzy this morning . 
6959,joy,"Von jemandem, der mir wichtig ist, gebeten zu werden, auszugehen.",Being asked to go out by someone I care. 
6960,joy,"Als ich mit meinem Vater teilweise quer durchs Land gefahren bin. Wir hielten in einigen Städten an und übernachteten in Motels. Die Freude, die ich verspürte, war das Gefühl, das ich empfand, und die wahre Schönheit des Landes.",When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country.
6961,neutral,Jawohl ., Yes . 
6962,anger,"Warum versuchen Sie nicht, Ihre Absichten klarer zu formulieren?", Why don ’ t you try to be clearer about your intentions ? 
6963,joy,"Während seiner Angelzeit war es für ihn eine wahre Freude, aber seine Jungs waren immer bereit und bereit, aufs Meer zu fahren, U-Boote zu belästigen usw.!","During his fishing time though it was sheer delight for him , his boys were always ready and willing to go to sea , bother U-boats etc ! "
6964,neutral,Nochmal !, Again ! 
6965,sadness,Mein Beileid ., My condolences . 
6966,neutral,"Der Wetterbericht sagt, dass es eine ganze Woche lang regnen wird.", The weather report says it's going to rain for a whole week . 
6967,anger,"Es gab eine Frau, die wollte, dass ich ihre Mutter anrief, und dann nannte sie mich unbeholfen, verärgert und verängstigt von den Träumen und Schreien.","There was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams . "
6968,anger,"Gegen Ende des Jahres machten meine Frau und ich eine Autofahrt, als ein anderes Fahrzeug auftaucht, das von einem betrunkenen Fahrer gefahren wird und einen Unfall provoziert.","Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident."
6969,neutral,Jawohl ., Yes . 
6970,joy,"Nun, der Lebensstil ist viel entspannter als hier in der Stadt. Und die Meeresfrüchte sind schmackhafter!"," Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! "
6971,neutral,Auf Wiedersehen ., Goodbye . 
6972,joy,In der Prüfung gut abschneiden.,Doing well in the exam.
6973,anger,Als meine Mutter mit meiner Tante wegen mir stritt.,When my mother quarrelled with my aunt over me.
6974,anger,Mama ! ! ! Bitte . Alle meine Freunde haben es seit Jahren., Mom ! ! ! Please . All my friends have had it for years . 
6975,joy,"Als es meinem Vater gelang, nach der Scheidung von meiner Mutter ein \neues Leben\"" zu beginnen, was eine neue kleine Schwester für mich bedeutete.""","When my father managed to begin a \new life\"" after the divorce from my mother; resulting in a new little sister for me."""
6976,neutral,Gar nicht ., Not at all . 
6977,sadness,"Als ein Freund, der bei mir in der Schule war, es nicht zur Universität geschafft hat.","When a friend, who has been with me at school, failed to make it to university."
6978,sadness,"Ich weiß nicht, was ich jetzt tun kann. Ich bin hin und weg.",I don't know what I can do now . I'm down and out . 
6979,sadness,Als meine Eltern mich nicht auf eine Studienreise gehen ließen.,When my parents did not let me go on a study tour.
6980,fear,Ihre Ladyschaft sah verängstigt und schockiert aus.,"Her ladyship looked frightened , shocked . "
6981,sadness,"Ich musste meine Liebe aufgeben, weil es nicht gut geklappt hat.","I had to give up my love, because it did not work out well."
6982,joy,"Jenny saß während dieses Gesprächs mit einem zufriedenen Lächeln im Gesicht da, während Mutter ihre Verärgerung und Wut mit den Bemerkungen ihres Mannes unterdrückte.",Jenny sat with a contented smile on her face during this interchange while mother repressed her irritation and anger with her husband 's remarks . 
6983,anger,Bei einem Streit mit einem Fremden auf der Straße.,"At having an argument with a stranger, in the street."
6984,anger,"Du willst mich wohl veralbern ! Sie beschweren sich darüber, dass ich telefoniere, wenn Sie zehnmal am Tag eine Zigarettenpause einlegen, um den Wind zu vertreiben?", You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? 
6985,neutral,Warum nicht ?, Why not ? 
6986,sadness,"Gestern . Ich wusste nicht einmal, dass es kommen würde. Er hat mir gerade erzählt, dass er jemand anderen gefunden hat.", Yesterday . I didn't even know it was coming . He just told me he found someone else . 
6987,anger,"Obwohl dies kaum die Schuld des Headhunters ist, wird der Kandidat natürlich Ärger oder sogar Wut darüber empfinden, dass seine Erwartungen geweckt und dann enttäuscht wurden, oft ohne viel Erklärung.","Although this is hardly the headhunter 's fault , the candidate will naturally feel annoyance or even anger that his or her expectations have been raised and then dashed , often without much explanation . "
6988,fear,Als ich in einen Verkehrsunfall verwickelt war.,When I was involved in a traffic accident.
6989,fear,"Der Chef klang aufgeregt, als ich mit ihm telefonierte. ""","The boss sounded agitated when I spoke to him over the phone . "" "
6990,joy,Ich schmeichele dir nicht. Du bist jeden Tag voller Energie., I'm not flattering you.You ' re full of energy every day . 
6991,anger,Oh Gott ! Ich muss so dringend auf die Toilette! Ich kann es nicht mehr ertragen!," Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore ! "
6992,sadness,"Sie sagte, es liege daran, dass wir sehr unterschiedliche Vorstellungen vom Leben hätten.", She said it was because we had very different ideas about life . 
6993,sadness,"Ich möchte heute angeln gehen, habe aber meine Rute und Angelschnur zu Hause gelassen."," I want to go fishing today , but I have left my rod and fishing line at home . "
6994,sadness,Ich bin niedergeschlagen., I ’ m down in spirits . 
6995,fear,Bewegung im Busch spät in der Nacht beim Camping.,Movement in bush late at night while camping.
6996,joy,"Überglücklich über die Aussicht, fiel es ihr schwer, ihre Aufregung vor ihren Mitmenschen zu verbergen.","Overjoyed at the prospect , she found it difficult to conceal her excitement from those around her . "
6997,anger,Als meine Schwester mein Porzellan-Teeservice kaputt machte.,When my sister broke my china tea set.
6998,neutral,Ich denke schon ., I guess so . 
6999,sadness,"Ich habe die Zwischenprüfungsarbeit eines meiner Hauptfächer erhalten und festgestellt, dass ich sie nicht bestanden hatte.",I received the mid-term exam paper of one of my major subjects and I found that I had failed it.
7000,anger,"Ich ging zu einem meiner jugendlichen Patienten (ich arbeite in einem Krankenhaus), als er meine Büroschubladen durchsuchte und Geld aus meiner Handtasche entfernt hatte.",I walked in on a teenage patient of mine (I work in a hospital) as he was going through my office drawers and he had removed money from my purse.
7001,neutral,Hast du ein Abonnement?, Do you have a subscription ? 
7002,anger,"Herausfinden, dass ich von einem Freund getäuscht wurde.",Finding out that I was deceived by a friend.
7003,anger,"Ihr Sehvermögen ist nicht gut genug“, sagte Miss Dersingham verärgert.","Your eyesight 's not good enough , "" Miss Dersingham said with exasperation . "
7004,anger,"Mit dieser Einstellung glaube ich nicht, dass wir hier viel mehr zu besprechen haben."," With that attitude , I don't really think we have much more to discuss here . "
7005,anger,"Aufdringlichkeit meiner Mutter über die Art und Weise, wie ich lebe. Sie denkt, ich sei zu frei in meinem Verhalten, wenn zum Beispiel ein Freund über Nacht bleibt.",Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night.
7006,neutral,Warum nicht ?, Why not ? 
7007,neutral,"Ja, du bist ein ziemlich großer Kerl. Ich spiele selbst Torwart."," Yeah , you ’ re a pretty big guy . I play goalie , myself . "
7008,anger,` Er war wütend.,` He was livid . 
7009,sadness,"Als mein Vater, ein Kolonialherr der 4./5. Generation (aus Eng.) mich verbal wegen meines gewählten Partners angriff. Ein Mann, den er verwarf, weil seine Hautfarbe nicht weiß war. Sein letzter Ekel machte mich traurig.",When my father a 4th/5th generation colonial (from Eng.) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.
7010,fear,"Was du gesagt hast, macht mir Gänsehaut!", What you said gives me the creeps ! 
7011,neutral,"Ich möchte mit meinen Freunden ein Picknick machen, Mum."," I want to have a picnic with my friends , Mum . "
7012,sadness,"` War es traurig , weil seine Mumie ihm böse war ? "" er sagte .","` Was it sad because its mummy was nasty to it ? "" he said . "
7013,neutral,"Und dreimal pro Woche können Sie entweder schwimmen, Racketball oder Handball spielen."," And three times a week , you can either swim , play racketball , or hand ball . "
7014,fear,Charlotte sah Ursula an und sah einen erstarrten Ausdruck des Entsetzens auf ihrem Gesicht.,Charlotte looked at Ursula and saw a frozen expression of horror on her face . 
7015,neutral,Wirst du eine Geburtstagsparty veranstalten?, Are you going to have a birthday party ? 
7016,neutral,Nach dir ., After you . 
7017,joy,"Eine Person, mit der ich mich schlecht verstanden hatte, schenkte mir ein Geschenk. Wir haben uns versöhnt.","A person with whom I had been on bad terms, gave me a present. We became reconciled."
7018,joy,"Als ich dachte, dass meine Highschool-Liebe und ich eine gemeinsame Emotion hatten.",When I thought that my high school love and I had a mutual emotion.
7019,fear,In einer dunklen Nacht ohne Straßenbeleuchtung verfolgte mich offensichtlich ein Auto.,"One dark night with no street lights, a car was obviously following me."
7020,fear,"Seine Kommentare sind ein großer diplomatischer Ausrutscher, da das CRC die Region in ihrer Unruhe über die Entscheidung der CRE, eine Untersuchung einzuleiten, unterstützt hat.",His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . 
7021,neutral,Was ?, What ? 
7022,neutral,"Ich werde auf jeden Fall versuchen, Ihnen zu helfen. Zu welchem ​​Thema ist Ihre Arbeit?", I'll certainly try to help you . What topic is your paper on ? 
7023,sadness,"Ich weiß nicht , was ich tun werde ! Es wird unmöglich sein , über die Runden zu kommen , wenn ich meinen Job verliere !",I don ’ t know what I ’ m going to do ! It ’ s going to be impossible to make ends meet if I lose my job ! 
7024,sadness,"Entschuldigen Sie . Dieser Tisch ist reserviert. Hier entlang bitte . Wie wäre es mit diesem, Sir?"," Sorry , sir . That table has been reserved . This way , please . How about this one , sir ? "
7025,fear,Es muss ein Spukhaus sein. Bist du beängstigt ?, It must be a haunted house . Are you frightened ? 
7026,joy,"Der Tag, an dem ich erfuhr, dass ich an der Universität zugelassen war.",The day I learnt that I had been admitted to the university.
7027,anger,"Es war eine Offenbarung nach dem Schmerz des Trabens und Nails war sauer, als Nutty es zu Ende brachte.",It was a revelation after the pain of trotting and Nails was cross when Nutty brought it to an end . 
7028,sadness,"Als ich zum Beispiel das erste Mal verließ, gingen meine Eltern und ich nach Sofia.","When, for example, I left for the first time my parents and I went to live in Sofia."
7029,joy,Ja. Du siehst heute sehr schlau aus., Yes.You look very smart today . 
7030,fear,Überfallen im Urlaub in den USA,Mugged while on holiday in the U.S.A.
7031,sadness,Als mein Ex-Freund und ich uns trennten.,When my ex-boyfriend and I separated.
7032,fear,"Er befürchtete, dass Eltern ihre Kinder beim ""richtigen"" Rechnen sehen wollten, und riet, stattdessen Untersuchungen in den bestehenden Lehrplan einzufügen.","He was concerned that parents would want to see their children doing ` real "" maths , and advised injecting investigations into the existing syllabus instead . "
7033,fear,Nach Mitternacht allein im Zimmer bleiben und Horrorgeschichten lesen.,Staying alone in the room after midnight and reading horror stories.
7034,anger,Sie ist jetzt wirklich wütend.,She 's really riled now . 
7035,neutral,Für was ?, For What ? 
7036,fear,Als ich nachts ganz alleine herumlief.,When I was walking around all alone at night.
7037,fear,"Meistens ließ es ihn beschämt und wütend zurück, trotz der freundlichen Worte des Trostes seiner Frau, und Ashi selbst in einem aufgewühlten Zustand der Unzufriedenheit und des Unglücks.","More usually it left him ashamed and angry , despite his wife 's kind words of consolation , and Ashi herself in an agitated state of dissatisfaction and unhappiness . "
7038,anger,Warum heiratest du dann nicht Rose?," Why don ’ t you marry Rose , then ? "
7039,sadness,"Ich versuchte immer wieder, zu seinem düsteren Gesicht zurückzukehren, das sich mürrisch in seiner guten Hand zurücklehnte, während die Gäste die Luft um ihn herum mit kultivierten Geräuschen erfüllten.","I kept trying to get back to his lugubrious face , which reclined morosely in his good hand as the guests filled the air around him with cultivated noises . "
7040,neutral,Haben sie einen Termin für die Hochzeit festgelegt?, Have they set a date for the wedding ? 
7041,sadness,Eine Prüfung nicht bestanden.,Failed an exam.
7042,joy,"Als ich hörte, dass ich das Abitur bestanden hatte und für die Sekundarstufe ausgewählt wurde.",When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.
7043,sadness,"Ich glaube nicht, dass sie recht haben. Ich habe mein Bestes versucht und das reicht. Es ist unfair, dass sie diese Dinge immer sagen. Manchmal fühle ich mich sogar zutiefst verletzt.", I don ’ t think they are right . I have tried my best and that's enough . It is unfair that they are always saying these thing . Sometimes I even feel deeply hurt . 
7044,sadness,"Während der Tage, die Brackenburys eiliger Abreise folgten, nahm die Verzagtheit von Edward zu.","During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased . "
7045,fear,Als ich allein auf dem Weg zum Einkaufen eine Straße entlang ging.,When I was walking along a road alone on my way to go shopping.
7046,anger,"Wut auf meinen Liebhaber, weil er zu spät kommt.",Anger towards my lover for being late.
7047,anger,"Ich weiß, aber es fällt mir schwer, mich daran zu gewöhnen, dass Ihre Verwandten uns besuchen, und zwar ohne Vorwarnung."," I know , but it is hard for me to get used to your relatives coming to visit us , and without warning . "
7048,anger,"Ich schwöre, dass ich niemals auf einem Straßenmarkt in China einkaufen werde. Es ist ein schrecklicher Ort voller ausgezeichneter Profiteure! Sie müssen immer im Auge behalten, wenn es darum geht, etwas zu bezahlen.",I swear I will never shop at a street market in China . It's a terrible place full of excellent profiteers ! You have to keep an eye whenever it comes to paying for something . 
7049,sadness,"Als ich erfuhr, dass mein Schwager von seinen Freunden vergiftet worden war und er tot war.",When I learnt that my brother-in-law had been poisoned by his friends and that he was dead.
7050,joy,Jawohl . Ich habe den ersten Preis im Mathematikwettbewerb gewonnen., Yes . I ’ Ve won the first prize in the math contest . 
7051,joy,Danke !, Thank you ! 
7052,neutral,Aha . wer ist das oberhaupt Ihres haushalts?, I see . who ’ s the head of your household ? 
7053,fear,"Ihr Gesicht musste Bestürzung darüber ausgedrückt haben, dass sie Peter erzählen musste, was passiert war, denn er lächelte schmal.","Her face must have registered dismay at having to tell Peter what had happened , for he gave a narrow smile . "
7054,joy,"Als ich mit jemandem zusammen war, den ich liebe.",When I was with someone I love.
7055,neutral,Warum nicht ?, Why not ? 
7056,sadness,"Oh , äh ... tut mir leid , weil wir keine Zeit zum Reinigen hatten ."," Oh , er ... sorry that's because we didn't have time to clean it . "
7057,anger,"Die Auflösung einer Beziehung. Nach der Veranstaltung war ich aufgeregt/traurig, dann vielleicht 2/3 Wochen später wütend.",The breakup of a relationship. After the event I was upset/sad then angry maybe 2/3 weeks later.
7058,fear,"Als ich von der Polizei erwischt und mit einer Gruppe von Delinquenten festgehalten wurde, verstärkte das meine Angst, eingeschlossen zu werden. Ich hatte Angst vor den Menschen in meiner Nähe und den zukünftigen Konsequenzen.","When I was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up.  I was afraid of the people near me and the future consequences."
7059,neutral,Also bist du ! Wie wäre es mit einem anderen Kaffee?, So are you ! How about another coffee ? 
7060,joy,"""In meiner Jugend"", sagt Baxter, ""war ich schnell über meine Grundlagen hinaus und geriet in eine Vielzahl von Kontroversen und war von metaphysischen und scholastischen Schriften sehr begeistert.""","` In my youth "" , says Baxter , ` I was quickly past my fundamentals and was running up into a multitude of controversies , and greatly delighted with metaphysical and scholastic writings . "" "
7061,neutral,Bestanden ., Passed . 
7062,joy,Ich liebe diese Kunstausstellung!, I love this art exhibition ! 
7063,sadness,Sie sprechen von der Traurigkeit des Abschieds; Was ist mit der Schuld der Ankunft?,They talk about the sadness of departure ; what about the guilt of arrival ? 
7064,anger,"Ich erlebe dieses Gefühl, wenn ich beleidigt werde, ohne es zu verdienen, oder wenn mich jemand betrügt.",I experience that feeling when I am insulted without deserving it or when someone deceives me.
7065,joy,"Das war kurz nach den Ergebnissen des Interviews, an dem fast 9.000 Menschen in allen drei Regionen Malawis teilnahmen. Meine Freude kam, als ich im Radio hörte, dass ich zu den Personen gehörte, die für die Ausbildung zum Medical Assistant an der L.S.H.S. ausgewählt wurden.","That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S."
7066,fear,"Ich hatte diese Angsterfahrung, als sich eines Abends nur wenige Leute bei einem gesellschaftlichen Treffen stritten, an dem einer meiner Verwandten beteiligt war. Ich hatte große Angst um ihn, weil er schwer angegriffen wurde.","I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly."
7067,joy,"Herauszufinden, dass ich für die englischen Vorlesungen ausgewählt wurde.",Finding out I was chosen for the English lectures.
7068,neutral,Ja bin ich .," Yes , I am . "
7069,neutral,Sie ist 42., She's 42 . 
7070,anger,Wenn mich jemand anlügt.,When someone lies to me.
7071,joy,"Mein Kätzchen holen, das vor einigen Jahren bei der Arbeit gefunden wurde, es in einer Kiste auf meinem Motorrad mit nach Hause nehmen und es meinem defacto zeigen.","Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto."
7072,fear,"Wo immer Sie sich in Ihrem Leben aufhalten, bewegen Sie sich mit Kühnheit in diese Richtung! Je mehr du gehst, desto weniger hat es Macht über dich.","Where ever resides at in your life move in that direction with boldness! The more u go, the less it has power ova you."
